,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,likecount
1117,1023,18956020,2022-10-19 16:56:31+00:00,['1582777726254997509'],1582777726254997509,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@ZehW38cNicYR40Y AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1118,1024,18956020,2022-10-19 16:55:05+00:00,['1582777365444571136'],1582777365444571136,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@50rogue Hi there! Apologies for your most recent experience with us. This is definitely not up to our brand standards. So that we can properly route this to our team internally, please fill out the contact form on our website. Thanks! https://t.co/SGD6bzJLyZ",0
1119,1025,18956020,2022-10-19 16:53:54+00:00,['1582777069775515648'],1582777069775515648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Pocketfart AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1120,1026,18956020,2022-10-19 16:52:45+00:00,['1582776777868394497'],1582776777868394497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@DannysFoodCourt AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1121,1027,18956020,2022-10-19 16:52:22+00:00,['1582776684742205447'],1582776684742205447,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Seoul_Oh_OKC AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1122,1028,18956020,2022-10-19 16:49:02+00:00,['1582775842865700884'],1582775842865700884,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Datz_2Dope AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1123,1029,18956020,2022-10-19 16:48:38+00:00,['1582775745579200512'],1582775745579200512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@cpht105 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1124,1030,18956020,2022-10-19 16:47:43+00:00,['1582775511813861378'],1582775511813861378,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@jsanders40 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1125,1031,18956020,2022-10-19 16:47:33+00:00,['1582775470042808320'],1582775470042808320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@rickjdakota AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1126,1032,18956020,2022-10-19 16:45:25+00:00,['1582774935784951809'],1582774935784951809,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@emcmath9 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1127,1033,18956020,2022-10-19 16:44:14+00:00,['1582774634729988103'],1582774634729988103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@MsGoldiesMan AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1128,1034,18956020,2022-10-19 16:44:06+00:00,['1582774604719742985'],1582774604719742985,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@D061486 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1129,1035,18956020,2022-10-19 16:41:50+00:00,['1582774030980898822'],1582774030980898822,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Jacob_935 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
